Date:  16:48, Monday, November 14, 2016
Model name:Devin
Study name:Static 1(-Default-)
Mesh type: Solid Mesh


Node  ,Value  ,X (in)  ,Y (in)  ,Z (in)
46761  ,0.000e+000  ,-1.9741  ,9.5313  ,0.32082
46762  ,0.000e+000  ,-1.9419  ,9.5313  ,0.47863
46763  ,0.000e+000  ,-1.9741  ,9.375  ,0.32082
46767  ,0.000e+000  ,-1.8971  ,9.5313  ,0.63334
46768  ,0.000e+000  ,-1.84  ,9.5313  ,0.78393
46769  ,0.000e+000  ,-1.8971  ,9.375  ,0.63334
46774  ,0.000e+000  ,-1.7709  ,9.5313  ,0.92945
46775  ,0.000e+000  ,-1.6904  ,9.5313  ,1.0689
46776  ,0.000e+000  ,-1.7709  ,9.375  ,0.92945
46781  ,0.000e+000  ,-1.5989  ,9.5313  ,1.2015
46782  ,0.000e+000  ,-1.497  ,9.5313  ,1.3262
46783  ,0.000e+000  ,-1.5989  ,9.375  ,1.2015
46788  ,0.000e+000  ,-1.3854  ,9.5313  ,1.4424
46789  ,0.000e+000  ,-1.2649  ,9.5313  ,1.5492
46790  ,0.000e+000  ,-1.3854  ,9.375  ,1.4424
46795  ,0.000e+000  ,-1.2649  ,9.2188  ,-1.5492
46800  ,0.000e+000  ,-1.3854  ,9.2188  ,-1.4424
46801  ,0.000e+000  ,-1.497  ,9.2188  ,-1.3262
46802  ,0.000e+000  ,-1.3854  ,9.0625  ,-1.4424
46807  ,0.000e+000  ,-1.5989  ,9.2188  ,-1.2015
46808  ,0.000e+000  ,-1.6904  ,9.2188  ,-1.0689
46809  ,0.000e+000  ,-1.5989  ,9.0625  ,-1.2015
46814  ,0.000e+000  ,-1.7709  ,9.2188  ,-0.92945
46815  ,0.000e+000  ,-1.84  ,9.2188  ,-0.78393
46816  ,0.000e+000  ,-1.7709  ,9.0625  ,-0.92945
46820  ,0.000e+000  ,-1.8971  ,9.2188  ,-0.63334
46821  ,0.000e+000  ,-1.9419  ,9.2188  ,-0.47863
46822  ,0.000e+000  ,-1.8971  ,9.0625  ,-0.63334
46827  ,0.000e+000  ,-1.9741  ,9.2188  ,-0.32082
46828  ,0.000e+000  ,-1.9935  ,9.2188  ,-0.16093
46829  ,0.000e+000  ,-1.9741  ,9.0625  ,-0.32082
46834  ,0.000e+000  ,-2  ,9.2188  ,-6.5168E-007
46835  ,0.000e+000  ,-1.9935  ,9.2188  ,0.16093
46836  ,0.000e+000  ,-2  ,9.0625  ,-6.5168E-007
46840  ,0.000e+000  ,-1.9741  ,9.2188  ,0.32082
46841  ,0.000e+000  ,-1.9419  ,9.2188  ,0.47863
46842  ,0.000e+000  ,-1.9741  ,9.0625  ,0.32082
46846  ,0.000e+000  ,-1.8971  ,9.2188  ,0.63334
46847  ,0.000e+000  ,-1.84  ,9.2188  ,0.78393
46848  ,0.000e+000  ,-1.8971  ,9.0625  ,0.63334
46853  ,0.000e+000  ,-1.7709  ,9.2188  ,0.92945
46854  ,0.000e+000  ,-1.6904  ,9.2188  ,1.0689
46855  ,0.000e+000  ,-1.7709  ,9.0625  ,0.92945
46860  ,0.000e+000  ,-1.5989  ,9.2188  ,1.2015
46861  ,0.000e+000  ,-1.497  ,9.2188  ,1.3262
46862  ,0.000e+000  ,-1.5989  ,9.0625  ,1.2015
46866  ,0.000e+000  ,-1.3854  ,9.2188  ,1.4424
46867  ,0.000e+000  ,-1.2649  ,9.2188  ,1.5492
46868  ,0.000e+000  ,-1.3854  ,9.0625  ,1.4424
46872  ,0.000e+000  ,-1.2649  ,8.9063  ,-1.5492
46877  ,0.000e+000  ,-1.3854  ,8.9063  ,-1.4424
46878  ,0.000e+000  ,-1.497  ,8.9063  ,-1.3262
46879  ,0.000e+000  ,-1.3854  ,8.75  ,-1.4424
46884  ,0.000e+000  ,-1.5989  ,8.9063  ,-1.2015
46885  ,0.000e+000  ,-1.6904  ,8.9063  ,-1.0689
46886  ,0.000e+000  ,-1.5989  ,8.75  ,-1.2015
46891  ,0.000e+000  ,-1.7709  ,8.9063  ,-0.92945
46892  ,0.000e+000  ,-1.84  ,8.9063  ,-0.78393
46893  ,0.000e+000  ,-1.7709  ,8.75  ,-0.92945
46898  ,0.000e+000  ,-1.8971  ,8.9063  ,-0.63334
46899  ,0.000e+000  ,-1.9419  ,8.9063  ,-0.47863
46900  ,0.000e+000  ,-1.8971  ,8.75  ,-0.63334
46906  ,0.000e+000  ,-1.9741  ,8.9063  ,-0.32082
46907  ,0.000e+000  ,-1.9935  ,8.9063  ,-0.16093
46908  ,0.000e+000  ,-1.9741  ,8.75  ,-0.32082
46914  ,0.000e+000  ,-2  ,8.9063  ,-6.5168E-007
46915  ,0.000e+000  ,-1.9935  ,8.9063  ,0.16093
46916  ,0.000e+000  ,-2  ,8.75  ,-6.5168E-007
46921  ,0.000e+000  ,-1.9741  ,8.9063  ,0.32082
46922  ,0.000e+000  ,-1.9419  ,8.9063  ,0.47863
46923  ,0.000e+000  ,-1.9741  ,8.75  ,0.32082
46927  ,0.000e+000  ,-1.8971  ,8.9063  ,0.63334
46928  ,0.000e+000  ,-1.84  ,8.9063  ,0.78393
46929  ,0.000e+000  ,-1.8971  ,8.75  ,0.63334
46933  ,0.000e+000  ,-1.7709  ,8.9063  ,0.92945
46934  ,0.000e+000  ,-1.6904  ,8.9063  ,1.0689
46935  ,0.000e+000  ,-1.7709  ,8.75  ,0.92945
46938  ,0.000e+000  ,-1.5989  ,8.9063  ,1.2015
46939  ,0.000e+000  ,-1.497  ,8.9063  ,1.3262
46940  ,0.000e+000  ,-1.5989  ,8.75  ,1.2015
46944  ,0.000e+000  ,-1.3854  ,8.9063  ,1.4424
46945  ,0.000e+000  ,-1.2649  ,8.9063  ,1.5492
46946  ,0.000e+000  ,-1.3854  ,8.75  ,1.4424
46950  ,0.000e+000  ,-1.2649  ,8.5938  ,-1.5492
46954  ,0.000e+000  ,-1.3854  ,8.5938  ,-1.4424
46955  ,0.000e+000  ,-1.497  ,8.5938  ,-1.3262
46956  ,0.000e+000  ,-1.3854  ,8.4375  ,-1.4424
46961  ,0.000e+000  ,-1.5989  ,8.5938  ,-1.2015
46962  ,0.000e+000  ,-1.6904  ,8.5938  ,-1.0689
46963  ,0.000e+000  ,-1.5989  ,8.4375  ,-1.2015
46968  ,0.000e+000  ,-1.7709  ,8.5938  ,-0.92945
46969  ,0.000e+000  ,-1.84  ,8.5938  ,-0.78393
46970  ,0.000e+000  ,-1.7709  ,8.4375  ,-0.92945
46975  ,0.000e+000  ,-1.8971  ,8.5938  ,-0.63334
46976  ,0.000e+000  ,-1.9419  ,8.5938  ,-0.47863
46977  ,0.000e+000  ,-1.8971  ,8.4375  ,-0.63334
46980  ,0.000e+000  ,-1.9741  ,8.5938  ,-0.32082
46981  ,0.000e+000  ,-1.9935  ,8.5938  ,-0.16093
46982  ,0.000e+000  ,-1.9741  ,8.4375  ,-0.32082
46986  ,0.000e+000  ,-2  ,8.5938  ,-6.5168E-007
46987  ,0.000e+000  ,-1.9935  ,8.5938  ,0.16093
46988  ,0.000e+000  ,-2  ,8.4375  ,-6.5168E-007
46994  ,0.000e+000  ,-1.9741  ,8.5938  ,0.32082
46995  ,0.000e+000  ,-1.9419  ,8.5938  ,0.47863
46996  ,0.000e+000  ,-1.9741  ,8.4375  ,0.32082
47000  ,0.000e+000  ,-1.8971  ,8.5938  ,0.63334
47001  ,0.000e+000  ,-1.84  ,8.5938  ,0.78393
47002  ,0.000e+000  ,-1.8971  ,8.4375  ,0.63334
47007  ,0.000e+000  ,-1.7709  ,8.5938  ,0.92945
47008  ,0.000e+000  ,-1.6904  ,8.5938  ,1.0689
47009  ,0.000e+000  ,-1.7709  ,8.4375  ,0.92945
47016  ,0.000e+000  ,-1.5989  ,8.5938  ,1.2015
47017  ,0.000e+000  ,-1.497  ,8.5938  ,1.3262
47018  ,0.000e+000  ,-1.5989  ,8.4375  ,1.2015
47023  ,0.000e+000  ,-1.3854  ,8.5938  ,1.4424
47024  ,0.000e+000  ,-1.2649  ,8.5938  ,1.5492
47025  ,0.000e+000  ,-1.3854  ,8.4375  ,1.4424
47029  ,0.000e+000  ,-1.2649  ,8.2813  ,-1.5492
47033  ,0.000e+000  ,-1.3854  ,8.2813  ,-1.4424
47034  ,0.000e+000  ,-1.497  ,8.2813  ,-1.3262
47035  ,0.000e+000  ,-1.3854  ,8.125  ,-1.4424
47042  ,0.000e+000  ,-1.5989  ,8.2813  ,-1.2015
47043  ,0.000e+000  ,-1.6904  ,8.2813  ,-1.0689
47044  ,0.000e+000  ,-1.5989  ,8.125  ,-1.2015
47048  ,0.000e+000  ,-1.7709  ,8.2813  ,-0.92945
47049  ,0.000e+000  ,-1.84  ,8.2813  ,-0.78393
47050  ,0.000e+000  ,-1.7709  ,8.125  ,-0.92945
47056  ,0.000e+000  ,-1.8971  ,8.2813  ,-0.63334
47057  ,0.000e+000  ,-1.9419  ,8.2813  ,-0.47863
47058  ,0.000e+000  ,-1.8971  ,8.125  ,-0.63334
47062  ,0.000e+000  ,-1.9741  ,8.2813  ,-0.32082
47063  ,0.000e+000  ,-1.9935  ,8.2813  ,-0.16093
47064  ,0.000e+000  ,-1.9741  ,8.125  ,-0.32082
47070  ,0.000e+000  ,-2  ,8.2813  ,-6.5168E-007
47071  ,0.000e+000  ,-1.9935  ,8.2813  ,0.16093
47072  ,0.000e+000  ,-2  ,8.125  ,-6.5168E-007
47077  ,0.000e+000  ,-1.9741  ,8.2813  ,0.32082
47078  ,0.000e+000  ,-1.9419  ,8.2813  ,0.47863
47079  ,0.000e+000  ,-1.9741  ,8.125  ,0.32082
47085  ,0.000e+000  ,-1.8971  ,8.2813  ,0.63334
47086  ,0.000e+000  ,-1.84  ,8.2813  ,0.78393
47087  ,0.000e+000  ,-1.8971  ,8.125  ,0.63334
47092  ,0.000e+000  ,-1.7709  ,8.2813  ,0.92945
47093  ,0.000e+000  ,-1.6904  ,8.2813  ,1.0689
47094  ,0.000e+000  ,-1.7709  ,8.125  ,0.92945
47100  ,0.000e+000  ,-1.5989  ,8.2813  ,1.2015
47101  ,0.000e+000  ,-1.497  ,8.2813  ,1.3262
47102  ,0.000e+000  ,-1.5989  ,8.125  ,1.2015
47107  ,0.000e+000  ,-1.3854  ,8.2813  ,1.4424
47108  ,0.000e+000  ,-1.2649  ,8.2813  ,1.5492
47109  ,0.000e+000  ,-1.3854  ,8.125  ,1.4424
47114  ,0.000e+000  ,-1.2649  ,7.9688  ,-1.5492
47119  ,0.000e+000  ,-1.3854  ,7.9688  ,-1.4424
47120  ,0.000e+000  ,-1.497  ,7.9688  ,-1.3262
47121  ,0.000e+000  ,-1.3854  ,7.8125  ,-1.4424
47126  ,0.000e+000  ,-1.5989  ,7.9688  ,-1.2015
47127  ,0.000e+000  ,-1.6904  ,7.9688  ,-1.0689
47128  ,0.000e+000  ,-1.5989  ,7.8125  ,-1.2015
47132  ,0.000e+000  ,-1.7709  ,7.9688  ,-0.92945
47133  ,0.000e+000  ,-1.84  ,7.9688  ,-0.78393
47134  ,0.000e+000  ,-1.7709  ,7.8125  ,-0.92945
47140  ,0.000e+000  ,-1.8971  ,7.9688  ,-0.63334
47141  ,0.000e+000  ,-1.9419  ,7.9688  ,-0.47863
47142  ,0.000e+000  ,-1.8971  ,7.8125  ,-0.63334
47146  ,0.000e+000  ,-1.9741  ,7.9688  ,-0.32082
47147  ,0.000e+000  ,-1.9935  ,7.9688  ,-0.16093
47148  ,0.000e+000  ,-1.9741  ,7.8125  ,-0.32082
47153  ,0.000e+000  ,-2  ,7.9688  ,-6.5168E-007
47154  ,0.000e+000  ,-1.9935  ,7.9688  ,0.16093
47155  ,0.000e+000  ,-2  ,7.8125  ,-6.5168E-007
47160  ,0.000e+000  ,-1.9741  ,7.9688  ,0.32082
47161  ,0.000e+000  ,-1.9419  ,7.9688  ,0.47863
47162  ,0.000e+000  ,-1.9741  ,7.8125  ,0.32082
47168  ,0.000e+000  ,-1.8971  ,7.9688  ,0.63334
47169  ,0.000e+000  ,-1.84  ,7.9688  ,0.78393
47170  ,0.000e+000  ,-1.8971  ,7.8125  ,0.63334
47175  ,0.000e+000  ,-1.7709  ,7.9688  ,0.92945
47176  ,0.000e+000  ,-1.6904  ,7.9688  ,1.0689
47177  ,0.000e+000  ,-1.7709  ,7.8125  ,0.92945
47183  ,0.000e+000  ,-1.5989  ,7.9688  ,1.2015
47184  ,0.000e+000  ,-1.497  ,7.9688  ,1.3262
47185  ,0.000e+000  ,-1.5989  ,7.8125  ,1.2015
47192  ,0.000e+000  ,-1.3854  ,7.9688  ,1.4424
47193  ,0.000e+000  ,-1.2649  ,7.9688  ,1.5492
47194  ,0.000e+000  ,-1.3854  ,7.8125  ,1.4424
47205  ,0.000e+000  ,-1.3854  ,5.3125  ,-1.4424
47211  ,0.000e+000  ,-1.5989  ,5.3125  ,-1.2015
47218  ,0.000e+000  ,-1.7709  ,5.3125  ,-0.92945
47224  ,0.000e+000  ,-1.8971  ,5.3125  ,-0.63334
47229  ,0.000e+000  ,-1.9741  ,5.3125  ,-0.32082
47233  ,0.000e+000  ,-2  ,5.3125  ,-6.5168E-007
47236  ,0.000e+000  ,-1.9741  ,5.3125  ,0.32082
47240  ,0.000e+000  ,-1.8971  ,5.3125  ,0.63334
47247  ,0.000e+000  ,-1.7709  ,5.3125  ,0.92945
47253  ,0.000e+000  ,-1.5989  ,5.3125  ,1.2015
47256  ,0.000e+000  ,-1.3854  ,5.3125  ,1.4424
47261  ,0.000e+000  ,-1.2649  ,5.4687  ,-1.5492
47262  ,0.000e+000  ,-1.3854  ,5.4687  ,-1.4424
47265  ,0.000e+000  ,-1.497  ,5.4687  ,-1.3262
47266  ,0.000e+000  ,-1.5989  ,5.4687  ,-1.2015
47267  ,0.000e+000  ,-1.3854  ,5.625  ,-1.4424
47272  ,0.000e+000  ,-1.6904  ,5.4687  ,-1.0689
47273  ,0.000e+000  ,-1.7709  ,5.4687  ,-0.92945
47274  ,0.000e+000  ,-1.5989  ,5.625  ,-1.2015
47278  ,0.000e+000  ,-1.84  ,5.4687  ,-0.78393
47279  ,0.000e+000  ,-1.8971  ,5.4687  ,-0.63334
47280  ,0.000e+000  ,-1.7709  ,5.625  ,-0.92945
47285  ,0.000e+000  ,-1.9419  ,5.4687  ,-0.47863
47286  ,0.000e+000  ,-1.9741  ,5.4687  ,-0.32082
47287  ,0.000e+000  ,-1.8971  ,5.625  ,-0.63334
47291  ,0.000e+000  ,-1.9935  ,5.4687  ,-0.16093
47292  ,0.000e+000  ,-2  ,5.4687  ,-6.5168E-007
47293  ,0.000e+000  ,-1.9741  ,5.625  ,-0.32082
47296  ,0.000e+000  ,-1.9935  ,5.4687  ,0.16093
47297  ,0.000e+000  ,-1.9741  ,5.4687  ,0.32082
47298  ,0.000e+000  ,-2  ,5.625  ,-6.5168E-007
47306  ,0.000e+000  ,-1.9419  ,5.4687  ,0.47863
47307  ,0.000e+000  ,-1.8971  ,5.4687  ,0.63334
47308  ,0.000e+000  ,-1.9741  ,5.625  ,0.32082
47312  ,0.000e+000  ,-1.84  ,5.4687  ,0.78393
47313  ,0.000e+000  ,-1.7709  ,5.4687  ,0.92945
47314  ,0.000e+000  ,-1.8971  ,5.625  ,0.63334
47319  ,0.000e+000  ,-1.6904  ,5.4687  ,1.0689
47320  ,0.000e+000  ,-1.5989  ,5.4687  ,1.2015
47321  ,0.000e+000  ,-1.7709  ,5.625  ,0.92945
47324  ,0.000e+000  ,-1.497  ,5.4687  ,1.3262
47325  ,0.000e+000  ,-1.3854  ,5.4687  ,1.4424
47326  ,0.000e+000  ,-1.5989  ,5.625  ,1.2015
47330  ,0.000e+000  ,-1.2649  ,5.4687  ,1.5492
47331  ,0.000e+000  ,-1.3854  ,5.625  ,1.4424
47335  ,0.000e+000  ,-1.2649  ,5.7813  ,-1.5492
47336  ,0.000e+000  ,-1.3854  ,5.7813  ,-1.4424
47340  ,0.000e+000  ,-1.497  ,5.7813  ,-1.3262
47341  ,0.000e+000  ,-1.5989  ,5.7813  ,-1.2015
47342  ,0.000e+000  ,-1.3854  ,5.9375  ,-1.4424
47348  ,0.000e+000  ,-1.6904  ,5.7813  ,-1.0689
47349  ,0.000e+000  ,-1.7709  ,5.7813  ,-0.92945
47350  ,0.000e+000  ,-1.5989  ,5.9375  ,-1.2015
47355  ,0.000e+000  ,-1.84  ,5.7813  ,-0.78393
47356  ,0.000e+000  ,-1.8971  ,5.7813  ,-0.63334
47357  ,0.000e+000  ,-1.7709  ,5.9375  ,-0.92945
47362  ,0.000e+000  ,-1.9419  ,5.7813  ,-0.47863
47363  ,0.000e+000  ,-1.9741  ,5.7813  ,-0.32082
47364  ,0.000e+000  ,-1.8971  ,5.9375  ,-0.63334
47369  ,0.000e+000  ,-1.9935  ,5.7813  ,-0.16093
47370  ,0.000e+000  ,-2  ,5.7813  ,-6.5168E-007
47371  ,0.000e+000  ,-1.9741  ,5.9375  ,-0.32082
47376  ,0.000e+000  ,-1.9935  ,5.7813  ,0.16093
47377  ,0.000e+000  ,-1.9741  ,5.7813  ,0.32082
47378  ,0.000e+000  ,-2  ,5.9375  ,-6.5168E-007
47382  ,0.000e+000  ,-1.9419  ,5.7813  ,0.47863
47383  ,0.000e+000  ,-1.8971  ,5.7813  ,0.63334
47384  ,0.000e+000  ,-1.9741  ,5.9375  ,0.32082
47388  ,0.000e+000  ,-1.84  ,5.7813  ,0.78393
47389  ,0.000e+000  ,-1.7709  ,5.7813  ,0.92945
47390  ,0.000e+000  ,-1.8971  ,5.9375  ,0.63334
47395  ,0.000e+000  ,-1.6904  ,5.7813  ,1.0689
47396  ,0.000e+000  ,-1.5989  ,5.7813  ,1.2015
47397  ,0.000e+000  ,-1.7709  ,5.9375  ,0.92945
47401  ,0.000e+000  ,-1.497  ,5.7813  ,1.3262
47402  ,0.000e+000  ,-1.3854  ,5.7813  ,1.4424
47403  ,0.000e+000  ,-1.5989  ,5.9375  ,1.2015
47407  ,0.000e+000  ,-1.2649  ,5.7813  ,1.5492
47408  ,0.000e+000  ,-1.3854  ,5.9375  ,1.4424
47413  ,0.000e+000  ,-1.2649  ,6.0938  ,-1.5492
47414  ,0.000e+000  ,-1.3854  ,6.0938  ,-1.4424
47420  ,0.000e+000  ,-1.497  ,6.0938  ,-1.3262
47421  ,0.000e+000  ,-1.5989  ,6.0938  ,-1.2015
47422  ,0.000e+000  ,-1.3854  ,6.25  ,-1.4424
47427  ,0.000e+000  ,-1.6904  ,6.0938  ,-1.0689
47428  ,0.000e+000  ,-1.7709  ,6.0938  ,-0.92945
47429  ,0.000e+000  ,-1.5989  ,6.25  ,-1.2015
47433  ,0.000e+000  ,-1.84  ,6.0938  ,-0.78393
47434  ,0.000e+000  ,-1.8971  ,6.0938  ,-0.63334
47435  ,0.000e+000  ,-1.7709  ,6.25  ,-0.92945
47441  ,0.000e+000  ,-1.9419  ,6.0938  ,-0.47863
47442  ,0.000e+000  ,-1.9741  ,6.0938  ,-0.32082
47443  ,0.000e+000  ,-1.8971  ,6.25  ,-0.63334
47449  ,0.000e+000  ,-1.9935  ,6.0938  ,-0.16093
47450  ,0.000e+000  ,-2  ,6.0938  ,-6.5168E-007
47451  ,0.000e+000  ,-1.9741  ,6.25  ,-0.32082
47456  ,0.000e+000  ,-1.9935  ,6.0938  ,0.16093
47457  ,0.000e+000  ,-1.9741  ,6.0938  ,0.32082
47458  ,0.000e+000  ,-2  ,6.25  ,-6.5168E-007
47462  ,0.000e+000  ,-1.9419  ,6.0938  ,0.47863
47463  ,0.000e+000  ,-1.8971  ,6.0938  ,0.63334
47464  ,0.000e+000  ,-1.9741  ,6.25  ,0.32082
47468  ,0.000e+000  ,-1.84  ,6.0938  ,0.78393
47469  ,0.000e+000  ,-1.7709  ,6.0938  ,0.92945
47470  ,0.000e+000  ,-1.8971  ,6.25  ,0.63334
47475  ,0.000e+000  ,-1.6904  ,6.0938  ,1.0689
47476  ,0.000e+000  ,-1.5989  ,6.0938  ,1.2015
47477  ,0.000e+000  ,-1.7709  ,6.25  ,0.92945
47483  ,0.000e+000  ,-1.497  ,6.0938  ,1.3262
47484  ,0.000e+000  ,-1.3854  ,6.0938  ,1.4424
47485  ,0.000e+000  ,-1.5989  ,6.25  ,1.2015
47488  ,0.000e+000  ,-1.2649  ,6.0938  ,1.5492
47489  ,0.000e+000  ,-1.3854  ,6.25  ,1.4424
47494  ,0.000e+000  ,-1.2649  ,6.4063  ,-1.5492
47495  ,0.000e+000  ,-1.3854  ,6.4063  ,-1.4424
47499  ,0.000e+000  ,-1.497  ,6.4063  ,-1.3262
47500  ,0.000e+000  ,-1.5989  ,6.4063  ,-1.2015
47501  ,0.000e+000  ,-1.3854  ,6.5625  ,-1.4424
47506  ,0.000e+000  ,-1.6904  ,6.4063  ,-1.0689
47507  ,0.000e+000  ,-1.7709  ,6.4063  ,-0.92945
47508  ,0.000e+000  ,-1.5989  ,6.5625  ,-1.2015
47513  ,0.000e+000  ,-1.84  ,6.4063  ,-0.78393
47514  ,0.000e+000  ,-1.8971  ,6.4063  ,-0.63334
47515  ,0.000e+000  ,-1.7709  ,6.5625  ,-0.92945
47519  ,0.000e+000  ,-1.9419  ,6.4063  ,-0.47863
47520  ,0.000e+000  ,-1.9741  ,6.4063  ,-0.32082
47521  ,0.000e+000  ,-1.8971  ,6.5625  ,-0.63334
47525  ,0.000e+000  ,-1.9935  ,6.4063  ,-0.16093
47526  ,0.000e+000  ,-2  ,6.4063  ,-6.5168E-007
47527  ,0.000e+000  ,-1.9741  ,6.5625  ,-0.32082
47533  ,0.000e+000  ,-1.9935  ,6.4063  ,0.16093
47534  ,0.000e+000  ,-1.9741  ,6.4063  ,0.32082
47535  ,0.000e+000  ,-2  ,6.5625  ,-6.5168E-007
47539  ,0.000e+000  ,-1.9419  ,6.4063  ,0.47863
47540  ,0.000e+000  ,-1.8971  ,6.4063  ,0.63334
47541  ,0.000e+000  ,-1.9741  ,6.5625  ,0.32082
47546  ,0.000e+000  ,-1.84  ,6.4063  ,0.78393
47547  ,0.000e+000  ,-1.7709  ,6.4063  ,0.92945
47548  ,0.000e+000  ,-1.8971  ,6.5625  ,0.63334
47554  ,0.000e+000  ,-1.6904  ,6.4063  ,1.0689
47555  ,0.000e+000  ,-1.5989  ,6.4063  ,1.2015
47556  ,0.000e+000  ,-1.7709  ,6.5625  ,0.92945
47561  ,0.000e+000  ,-1.497  ,6.4063  ,1.3262
47562  ,0.000e+000  ,-1.3854  ,6.4063  ,1.4424
47563  ,0.000e+000  ,-1.5989  ,6.5625  ,1.2015
47566  ,0.000e+000  ,-1.2649  ,6.4063  ,1.5492
47567  ,0.000e+000  ,-1.3854  ,6.5625  ,1.4424
47571  ,0.000e+000  ,-1.2649  ,6.7188  ,-1.5492
47572  ,0.000e+000  ,-1.3854  ,6.7188  ,-1.4424
47577  ,0.000e+000  ,-1.497  ,6.7188  ,-1.3262
47578  ,0.000e+000  ,-1.5989  ,6.7188  ,-1.2015
47579  ,0.000e+000  ,-1.3854  ,6.875  ,-1.4424
47583  ,0.000e+000  ,-1.6904  ,6.7188  ,-1.0689
47584  ,0.000e+000  ,-1.7709  ,6.7188  ,-0.92945
47585  ,0.000e+000  ,-1.5989  ,6.875  ,-1.2015
47590  ,0.000e+000  ,-1.84  ,6.7188  ,-0.78393
47591  ,0.000e+000  ,-1.8971  ,6.7188  ,-0.63334
47592  ,0.000e+000  ,-1.7709  ,6.875  ,-0.92945
47600  ,0.000e+000  ,-1.9419  ,6.7188  ,-0.47863
47601  ,0.000e+000  ,-1.9741  ,6.7188  ,-0.32082
47602  ,0.000e+000  ,-1.8971  ,6.875  ,-0.63334
47606  ,0.000e+000  ,-1.9935  ,6.7188  ,-0.16093
47607  ,0.000e+000  ,-2  ,6.7188  ,-6.5168E-007
47608  ,0.000e+000  ,-1.9741  ,6.875  ,-0.32082
47613  ,0.000e+000  ,-1.9935  ,6.7188  ,0.16093
47614  ,0.000e+000  ,-1.9741  ,6.7188  ,0.32082
47615  ,0.000e+000  ,-2  ,6.875  ,-6.5168E-007
47620  ,0.000e+000  ,-1.9419  ,6.7188  ,0.47863
47621  ,0.000e+000  ,-1.8971  ,6.7188  ,0.63334
47622  ,0.000e+000  ,-1.9741  ,6.875  ,0.32082
47626  ,0.000e+000  ,-1.84  ,6.7188  ,0.78393
47627  ,0.000e+000  ,-1.7709  ,6.7188  ,0.92945
47628  ,0.000e+000  ,-1.8971  ,6.875  ,0.63334
47633  ,0.000e+000  ,-1.6904  ,6.7188  ,1.0689
47634  ,0.000e+000  ,-1.5989  ,6.7188  ,1.2015
47635  ,0.000e+000  ,-1.7709  ,6.875  ,0.92945
47641  ,0.000e+000  ,-1.497  ,6.7188  ,1.3262
47642  ,0.000e+000  ,-1.3854  ,6.7188  ,1.4424
47643  ,0.000e+000  ,-1.5989  ,6.875  ,1.2015
47647  ,0.000e+000  ,-1.2649  ,6.7188  ,1.5492
47648  ,0.000e+000  ,-1.3854  ,6.875  ,1.4424
47653  ,0.000e+000  ,-1.2649  ,7.0313  ,-1.5492
47654  ,0.000e+000  ,-1.3854  ,7.0313  ,-1.4424
47659  ,0.000e+000  ,-1.497  ,7.0313  ,-1.3262
47660  ,0.000e+000  ,-1.5989  ,7.0313  ,-1.2015
47661  ,0.000e+000  ,-1.3854  ,7.1875  ,-1.4424
47667  ,0.000e+000  ,-1.6904  ,7.0313  ,-1.0689
47668  ,0.000e+000  ,-1.7709  ,7.0313  ,-0.92945
47669  ,0.000e+000  ,-1.5989  ,7.1875  ,-1.2015
47672  ,0.000e+000  ,-1.84  ,7.0313  ,-0.78393
47673  ,0.000e+000  ,-1.8971  ,7.0313  ,-0.63334
47674  ,0.000e+000  ,-1.7709  ,7.1875  ,-0.92945
47678  ,0.000e+000  ,-1.9419  ,7.0313  ,-0.47863
47679  ,0.000e+000  ,-1.9741  ,7.0313  ,-0.32082
47680  ,0.000e+000  ,-1.8971  ,7.1875  ,-0.63334
47684  ,0.000e+000  ,-1.9935  ,7.0313  ,-0.16093
47685  ,0.000e+000  ,-2  ,7.0313  ,-6.5168E-007
47686  ,0.000e+000  ,-1.9741  ,7.1875  ,-0.32082
47690  ,0.000e+000  ,-1.9935  ,7.0313  ,0.16093
47691  ,0.000e+000  ,-1.9741  ,7.0313  ,0.32082
47692  ,0.000e+000  ,-2  ,7.1875  ,-6.5168E-007
47698  ,0.000e+000  ,-1.9419  ,7.0313  ,0.47863
47699  ,0.000e+000  ,-1.8971  ,7.0313  ,0.63334
47700  ,0.000e+000  ,-1.9741  ,7.1875  ,0.32082
47705  ,0.000e+000  ,-1.84  ,7.0313  ,0.78393
47706  ,0.000e+000  ,-1.7709  ,7.0313  ,0.92945
47707  ,0.000e+000  ,-1.8971  ,7.1875  ,0.63334
47711  ,0.000e+000  ,-1.6904  ,7.0313  ,1.0689
47712  ,0.000e+000  ,-1.5989  ,7.0313  ,1.2015
47713  ,0.000e+000  ,-1.7709  ,7.1875  ,0.92945
47717  ,0.000e+000  ,-1.497  ,7.0313  ,1.3262
47718  ,0.000e+000  ,-1.3854  ,7.0313  ,1.4424
47719  ,0.000e+000  ,-1.5989  ,7.1875  ,1.2015
47723  ,0.000e+000  ,-1.2649  ,7.0313  ,1.5492
47724  ,0.000e+000  ,-1.3854  ,7.1875  ,1.4424
47728  ,0.000e+000  ,-1.2649  ,7.6563  ,-1.5492
47729  ,0.000e+000  ,-1.2649  ,7.3438  ,-1.5492
47730  ,0.000e+000  ,-1.3854  ,7.3438  ,-1.4424
47734  ,0.000e+000  ,-1.3854  ,7.6563  ,-1.4424
47735  ,0.000e+000  ,-1.497  ,7.6563  ,-1.3262
47736  ,0.000e+000  ,-1.497  ,7.3438  ,-1.3262
