Date:  16:48, Monday, November 14, 2016
Model name:Devin
Study name:Static 1(-Default-)
Mesh type: Solid Mesh


Node  ,Value  ,X (in)  ,Y (in)  ,Z (in)
41051  ,0.000e+000  ,2.3314  ,5  ,-1.888
41057  ,0.000e+000  ,2.516  ,5  ,-1.6339
41063  ,0.000e+000  ,2.673  ,5  ,-1.362
41069  ,0.000e+000  ,2.8007  ,5  ,-1.0751
41076  ,0.000e+000  ,2.8978  ,5  ,-0.77646
41083  ,0.000e+000  ,2.9631  ,5  ,-0.4693
41091  ,0.000e+000  ,1.9419  ,9.6875  ,-0.47863
41096  ,0.000e+000  ,1.84  ,9.6875  ,-0.78393
41099  ,0.000e+000  ,1.6904  ,9.6875  ,-1.0689
41105  ,0.000e+000  ,1.497  ,9.6875  ,-1.3262
41110  ,0.000e+000  ,1.2649  ,9.6875  ,-1.5492
41116  ,0.000e+000  ,1  ,9.6875  ,-1.7321
41119  ,0.000e+000  ,0.70921  ,9.6875  ,-1.87
41124  ,0.000e+000  ,0.40005  ,9.6875  ,-1.9596
41129  ,0.000e+000  ,0.080532  ,9.6875  ,-1.9984
41135  ,0.000e+000  ,-0.24107  ,9.6875  ,-1.9854
41139  ,0.000e+000  ,-0.55643  ,9.6875  ,-1.921
41144  ,0.000e+000  ,1.9741  ,9.5313  ,-0.32082
41145  ,0.000e+000  ,1.9419  ,9.5313  ,-0.47863
41150  ,0.000e+000  ,1.8971  ,9.5313  ,-0.63334
41151  ,0.000e+000  ,1.84  ,9.5313  ,-0.78393
41152  ,0.000e+000  ,1.9419  ,9.375  ,-0.47863
41156  ,0.000e+000  ,1.7709  ,9.5313  ,-0.92945
41157  ,0.000e+000  ,1.6904  ,9.5313  ,-1.0689
41158  ,0.000e+000  ,1.84  ,9.375  ,-0.78393
41163  ,0.000e+000  ,1.5989  ,9.5313  ,-1.2015
41164  ,0.000e+000  ,1.497  ,9.5313  ,-1.3262
41165  ,0.000e+000  ,1.6904  ,9.375  ,-1.0689
41167  ,0.000e+000  ,1.3854  ,9.5313  ,-1.4424
41168  ,0.000e+000  ,1.2649  ,9.5313  ,-1.5492
41169  ,0.000e+000  ,1.497  ,9.375  ,-1.3262
41173  ,0.000e+000  ,1.1361  ,9.5313  ,-1.646
41174  ,0.000e+000  ,1  ,9.5313  ,-1.7321
41175  ,0.000e+000  ,1.2649  ,9.375  ,-1.5492
41180  ,0.000e+000  ,0.85739  ,9.5313  ,-1.8069
41181  ,0.000e+000  ,0.70921  ,9.5313  ,-1.87
41182  ,0.000e+000  ,1  ,9.375  ,-1.7321
41186  ,0.000e+000  ,0.55644  ,9.5313  ,-1.921
41187  ,0.000e+000  ,0.40005  ,9.5313  ,-1.9596
41188  ,0.000e+000  ,0.70921  ,9.375  ,-1.87
41193  ,0.000e+000  ,0.24107  ,9.5313  ,-1.9854
41194  ,0.000e+000  ,0.080532  ,9.5313  ,-1.9984
41195  ,0.000e+000  ,0.40005  ,9.375  ,-1.9596
41199  ,0.000e+000  ,-0.080531  ,9.5313  ,-1.9984
41200  ,0.000e+000  ,-0.24107  ,9.5313  ,-1.9854
41201  ,0.000e+000  ,0.080532  ,9.375  ,-1.9984
41208  ,0.000e+000  ,-0.40005  ,9.5313  ,-1.9596
41209  ,0.000e+000  ,-0.55643  ,9.5313  ,-1.921
41210  ,0.000e+000  ,-0.24107  ,9.375  ,-1.9854
41214  ,0.000e+000  ,-0.70921  ,9.5313  ,-1.87
41215  ,0.000e+000  ,-0.55643  ,9.375  ,-1.921
41220  ,0.000e+000  ,1.9741  ,9.2188  ,-0.32082
41221  ,0.000e+000  ,1.9419  ,9.2188  ,-0.47863
41225  ,0.000e+000  ,1.8971  ,9.2188  ,-0.63334
41226  ,0.000e+000  ,1.84  ,9.2188  ,-0.78393
41227  ,0.000e+000  ,1.9419  ,9.0625  ,-0.47863
41232  ,0.000e+000  ,1.7709  ,9.2188  ,-0.92945
41233  ,0.000e+000  ,1.6904  ,9.2188  ,-1.0689
41234  ,0.000e+000  ,1.84  ,9.0625  ,-0.78393
41238  ,0.000e+000  ,1.5989  ,9.2188  ,-1.2015
41239  ,0.000e+000  ,1.497  ,9.2188  ,-1.3262
41240  ,0.000e+000  ,1.6904  ,9.0625  ,-1.0689
41245  ,0.000e+000  ,1.3854  ,9.2188  ,-1.4424
41246  ,0.000e+000  ,1.2649  ,9.2188  ,-1.5492
41247  ,0.000e+000  ,1.497  ,9.0625  ,-1.3262
41251  ,0.000e+000  ,1.1361  ,9.2188  ,-1.646
41252  ,0.000e+000  ,1  ,9.2188  ,-1.7321
41253  ,0.000e+000  ,1.2649  ,9.0625  ,-1.5492
41258  ,0.000e+000  ,0.85739  ,9.2188  ,-1.8069
41259  ,0.000e+000  ,0.70921  ,9.2188  ,-1.87
41260  ,0.000e+000  ,1  ,9.0625  ,-1.7321
41264  ,0.000e+000  ,0.55644  ,9.2188  ,-1.921
41265  ,0.000e+000  ,0.40005  ,9.2188  ,-1.9596
41266  ,0.000e+000  ,0.70921  ,9.0625  ,-1.87
41271  ,0.000e+000  ,0.24107  ,9.2188  ,-1.9854
41272  ,0.000e+000  ,0.080532  ,9.2188  ,-1.9984
41273  ,0.000e+000  ,0.40005  ,9.0625  ,-1.9596
41277  ,0.000e+000  ,-0.080531  ,9.2188  ,-1.9984
41278  ,0.000e+000  ,-0.24107  ,9.2188  ,-1.9854
41279  ,0.000e+000  ,0.080532  ,9.0625  ,-1.9984
41284  ,0.000e+000  ,-0.40005  ,9.2188  ,-1.9596
41285  ,0.000e+000  ,-0.55643  ,9.2188  ,-1.921
41286  ,0.000e+000  ,-0.24107  ,9.0625  ,-1.9854
41292  ,0.000e+000  ,-0.70921  ,9.2188  ,-1.87
41293  ,0.000e+000  ,-0.55643  ,9.0625  ,-1.921
41297  ,0.000e+000  ,1.9741  ,8.9063  ,-0.32082
41298  ,0.000e+000  ,1.9419  ,8.9063  ,-0.47863
41302  ,0.000e+000  ,1.8971  ,8.9063  ,-0.63334
41303  ,0.000e+000  ,1.84  ,8.9063  ,-0.78393
41304  ,0.000e+000  ,1.9419  ,8.75  ,-0.47863
41310  ,0.000e+000  ,1.7709  ,8.9063  ,-0.92945
41311  ,0.000e+000  ,1.6904  ,8.9063  ,-1.0689
41312  ,0.000e+000  ,1.84  ,8.75  ,-0.78393
41318  ,0.000e+000  ,1.5989  ,8.9063  ,-1.2015
41319  ,0.000e+000  ,1.497  ,8.9063  ,-1.3262
41320  ,0.000e+000  ,1.6904  ,8.75  ,-1.0689
41325  ,0.000e+000  ,1.3854  ,8.9063  ,-1.4424
41326  ,0.000e+000  ,1.2649  ,8.9063  ,-1.5492
41327  ,0.000e+000  ,1.497  ,8.75  ,-1.3262
41331  ,0.000e+000  ,1.1361  ,8.9063  ,-1.646
41332  ,0.000e+000  ,1  ,8.9063  ,-1.7321
41333  ,0.000e+000  ,1.2649  ,8.75  ,-1.5492
41338  ,0.000e+000  ,0.85739  ,8.9063  ,-1.8069
41339  ,0.000e+000  ,0.70921  ,8.9063  ,-1.87
41340  ,0.000e+000  ,1  ,8.75  ,-1.7321
41344  ,0.000e+000  ,0.55644  ,8.9063  ,-1.921
41345  ,0.000e+000  ,0.40005  ,8.9063  ,-1.9596
41346  ,0.000e+000  ,0.70921  ,8.75  ,-1.87
41351  ,0.000e+000  ,0.24107  ,8.9063  ,-1.9854
41352  ,0.000e+000  ,0.080532  ,8.9063  ,-1.9984
41353  ,0.000e+000  ,0.40005  ,8.75  ,-1.9596
41359  ,0.000e+000  ,-0.080531  ,8.9063  ,-1.9984
41360  ,0.000e+000  ,-0.24107  ,8.9063  ,-1.9854
41361  ,0.000e+000  ,0.080532  ,8.75  ,-1.9984
41367  ,0.000e+000  ,-0.40005  ,8.9063  ,-1.9596
41368  ,0.000e+000  ,-0.55643  ,8.9063  ,-1.921
41369  ,0.000e+000  ,-0.24107  ,8.75  ,-1.9854
41373  ,0.000e+000  ,-0.70921  ,8.9063  ,-1.87
41374  ,0.000e+000  ,-0.55643  ,8.75  ,-1.921
41378  ,0.000e+000  ,1.9741  ,8.5938  ,-0.32082
41379  ,0.000e+000  ,1.9419  ,8.5938  ,-0.47863
41384  ,0.000e+000  ,1.8971  ,8.5938  ,-0.63334
41385  ,0.000e+000  ,1.84  ,8.5938  ,-0.78393
41386  ,0.000e+000  ,1.9419  ,8.4375  ,-0.47863
41391  ,0.000e+000  ,1.7709  ,8.5938  ,-0.92945
41392  ,0.000e+000  ,1.6904  ,8.5938  ,-1.0689
41393  ,0.000e+000  ,1.84  ,8.4375  ,-0.78393
41397  ,0.000e+000  ,1.5989  ,8.5938  ,-1.2015
41398  ,0.000e+000  ,1.497  ,8.5938  ,-1.3262
41399  ,0.000e+000  ,1.6904  ,8.4375  ,-1.0689
41403  ,0.000e+000  ,1.3854  ,8.5938  ,-1.4424
41404  ,0.000e+000  ,1.2649  ,8.5938  ,-1.5492
41405  ,0.000e+000  ,1.497  ,8.4375  ,-1.3262
41409  ,0.000e+000  ,1.1361  ,8.5938  ,-1.646
41410  ,0.000e+000  ,1  ,8.5938  ,-1.7321
41411  ,0.000e+000  ,1.2649  ,8.4375  ,-1.5492
41416  ,0.000e+000  ,0.85739  ,8.5938  ,-1.8069
41417  ,0.000e+000  ,0.70921  ,8.5938  ,-1.87
41418  ,0.000e+000  ,1  ,8.4375  ,-1.7321
41423  ,0.000e+000  ,0.55644  ,8.5938  ,-1.921
41424  ,0.000e+000  ,0.40005  ,8.5938  ,-1.9596
41425  ,0.000e+000  ,0.70921  ,8.4375  ,-1.87
41429  ,0.000e+000  ,0.24107  ,8.5938  ,-1.9854
41430  ,0.000e+000  ,0.080532  ,8.5938  ,-1.9984
41431  ,0.000e+000  ,0.40005  ,8.4375  ,-1.9596
41437  ,0.000e+000  ,-0.080531  ,8.5938  ,-1.9984
41438  ,0.000e+000  ,-0.24107  ,8.5938  ,-1.9854
41439  ,0.000e+000  ,0.080532  ,8.4375  ,-1.9984
41443  ,0.000e+000  ,-0.40005  ,8.5938  ,-1.9596
41444  ,0.000e+000  ,-0.55643  ,8.5938  ,-1.921
41445  ,0.000e+000  ,-0.24107  ,8.4375  ,-1.9854
41449  ,0.000e+000  ,-0.70921  ,8.5938  ,-1.87
41450  ,0.000e+000  ,-0.55643  ,8.4375  ,-1.921
41455  ,0.000e+000  ,1.9741  ,8.2813  ,-0.32082
41456  ,0.000e+000  ,1.9419  ,8.2813  ,-0.47863
41462  ,0.000e+000  ,1.8971  ,8.2813  ,-0.63334
41463  ,0.000e+000  ,1.84  ,8.2813  ,-0.78393
41464  ,0.000e+000  ,1.9419  ,8.125  ,-0.47863
41468  ,0.000e+000  ,1.7709  ,8.2813  ,-0.92945
41469  ,0.000e+000  ,1.6904  ,8.2813  ,-1.0689
41470  ,0.000e+000  ,1.84  ,8.125  ,-0.78393
41475  ,0.000e+000  ,1.5989  ,8.2813  ,-1.2015
41476  ,0.000e+000  ,1.497  ,8.2813  ,-1.3262
41477  ,0.000e+000  ,1.6904  ,8.125  ,-1.0689
41484  ,0.000e+000  ,1.3854  ,8.2813  ,-1.4424
41485  ,0.000e+000  ,1.2649  ,8.2813  ,-1.5492
41486  ,0.000e+000  ,1.497  ,8.125  ,-1.3262
41492  ,0.000e+000  ,1.1361  ,8.2813  ,-1.646
41493  ,0.000e+000  ,1  ,8.2813  ,-1.7321
41494  ,0.000e+000  ,1.2649  ,8.125  ,-1.5492
41501  ,0.000e+000  ,0.85739  ,8.2813  ,-1.8069
41502  ,0.000e+000  ,0.70921  ,8.2813  ,-1.87
41503  ,0.000e+000  ,1  ,8.125  ,-1.7321
41508  ,0.000e+000  ,0.55644  ,8.2813  ,-1.921
41509  ,0.000e+000  ,0.40005  ,8.2813  ,-1.9596
41510  ,0.000e+000  ,0.70921  ,8.125  ,-1.87
41514  ,0.000e+000  ,0.24107  ,8.2813  ,-1.9854
41515  ,0.000e+000  ,0.080532  ,8.2813  ,-1.9984
41516  ,0.000e+000  ,0.40005  ,8.125  ,-1.9596
41522  ,0.000e+000  ,-0.080531  ,8.2813  ,-1.9984
41523  ,0.000e+000  ,-0.24107  ,8.2813  ,-1.9854
41524  ,0.000e+000  ,0.080532  ,8.125  ,-1.9984
41527  ,0.000e+000  ,-0.40005  ,8.2813  ,-1.9596
41528  ,0.000e+000  ,-0.55643  ,8.2813  ,-1.921
41529  ,0.000e+000  ,-0.24107  ,8.125  ,-1.9854
41534  ,0.000e+000  ,-0.70921  ,8.2813  ,-1.87
41535  ,0.000e+000  ,-0.55643  ,8.125  ,-1.921
41539  ,0.000e+000  ,1.9741  ,7.9688  ,-0.32082
41540  ,0.000e+000  ,1.9419  ,7.9688  ,-0.47863
41545  ,0.000e+000  ,1.8971  ,7.9688  ,-0.63334
41546  ,0.000e+000  ,1.84  ,7.9688  ,-0.78393
41547  ,0.000e+000  ,1.9419  ,7.8125  ,-0.47863
41551  ,0.000e+000  ,1.7709  ,7.9688  ,-0.92945
41552  ,0.000e+000  ,1.6904  ,7.9688  ,-1.0689
41553  ,0.000e+000  ,1.84  ,7.8125  ,-0.78393
41559  ,0.000e+000  ,1.5989  ,7.9688  ,-1.2015
41560  ,0.000e+000  ,1.497  ,7.9688  ,-1.3262
41561  ,0.000e+000  ,1.6904  ,7.8125  ,-1.0689
41566  ,0.000e+000  ,1.3854  ,7.9688  ,-1.4424
41567  ,0.000e+000  ,1.2649  ,7.9688  ,-1.5492
41568  ,0.000e+000  ,1.497  ,7.8125  ,-1.3262
41574  ,0.000e+000  ,1.1361  ,7.9688  ,-1.646
41575  ,0.000e+000  ,1  ,7.9688  ,-1.7321
41576  ,0.000e+000  ,1.2649  ,7.8125  ,-1.5492
41578  ,0.000e+000  ,0.85739  ,7.9688  ,-1.8069
41579  ,0.000e+000  ,0.70921  ,7.9688  ,-1.87
41580  ,0.000e+000  ,1  ,7.8125  ,-1.7321
41584  ,0.000e+000  ,0.55644  ,7.9688  ,-1.921
41585  ,0.000e+000  ,0.40005  ,7.9688  ,-1.9596
41586  ,0.000e+000  ,0.70921  ,7.8125  ,-1.87
41591  ,0.000e+000  ,0.24107  ,7.9688  ,-1.9854
41592  ,0.000e+000  ,0.080532  ,7.9688  ,-1.9984
41593  ,0.000e+000  ,0.40005  ,7.8125  ,-1.9596
41598  ,0.000e+000  ,-0.080531  ,7.9688  ,-1.9984
41599  ,0.000e+000  ,-0.24107  ,7.9688  ,-1.9854
41600  ,0.000e+000  ,0.080532  ,7.8125  ,-1.9984
41604  ,0.000e+000  ,-0.40005  ,7.9688  ,-1.9596
41605  ,0.000e+000  ,-0.55643  ,7.9688  ,-1.921
41606  ,0.000e+000  ,-0.24107  ,7.8125  ,-1.9854
41611  ,0.000e+000  ,-0.70921  ,7.9688  ,-1.87
41612  ,0.000e+000  ,-0.55643  ,7.8125  ,-1.921
41620  ,0.000e+000  ,1.9419  ,5.3125  ,-0.47863
41626  ,0.000e+000  ,1.84  ,5.3125  ,-0.78393
41632  ,0.000e+000  ,1.6904  ,5.3125  ,-1.0689
41637  ,0.000e+000  ,1.497  ,5.3125  ,-1.3262
41641  ,0.000e+000  ,1.2649  ,5.3125  ,-1.5492
41647  ,0.000e+000  ,1  ,5.3125  ,-1.7321
41653  ,0.000e+000  ,0.70921  ,5.3125  ,-1.87
41657  ,0.000e+000  ,0.40005  ,5.3125  ,-1.9596
41660  ,0.000e+000  ,0.080532  ,5.3125  ,-1.9984
41666  ,0.000e+000  ,-0.24107  ,5.3125  ,-1.9854
41670  ,0.000e+000  ,-0.55643  ,5.3125  ,-1.921
41675  ,0.000e+000  ,1.9741  ,5.4687  ,-0.32082
41683  ,0.000e+000  ,1.9419  ,5.4687  ,-0.47863
41684  ,0.000e+000  ,1.8971  ,5.4687  ,-0.63334
41685  ,0.000e+000  ,1.9419  ,5.625  ,-0.47863
41688  ,0.000e+000  ,1.84  ,5.4687  ,-0.78393
41689  ,0.000e+000  ,1.7709  ,5.4687  ,-0.92945
41690  ,0.000e+000  ,1.84  ,5.625  ,-0.78393
41696  ,0.000e+000  ,1.6904  ,5.4687  ,-1.0689
41697  ,0.000e+000  ,1.5989  ,5.4687  ,-1.2015
41698  ,0.000e+000  ,1.6904  ,5.625  ,-1.0689
41704  ,0.000e+000  ,1.497  ,5.4687  ,-1.3262
41705  ,0.000e+000  ,1.3854  ,5.4687  ,-1.4424
41706  ,0.000e+000  ,1.497  ,5.625  ,-1.3262
41714  ,0.000e+000  ,1.2649  ,5.4687  ,-1.5492
41715  ,0.000e+000  ,1.1361  ,5.4687  ,-1.646
41716  ,0.000e+000  ,1.2649  ,5.625  ,-1.5492
41720  ,0.000e+000  ,1  ,5.4687  ,-1.7321
41721  ,0.000e+000  ,0.85739  ,5.4687  ,-1.8069
41722  ,0.000e+000  ,1  ,5.625  ,-1.7321
41727  ,0.000e+000  ,0.70921  ,5.4687  ,-1.87
41728  ,0.000e+000  ,0.55644  ,5.4687  ,-1.921
41729  ,0.000e+000  ,0.70921  ,5.625  ,-1.87
41734  ,0.000e+000  ,0.40005  ,5.4687  ,-1.9596
41735  ,0.000e+000  ,0.24107  ,5.4687  ,-1.9854
41736  ,0.000e+000  ,0.40005  ,5.625  ,-1.9596
41741  ,0.000e+000  ,0.080532  ,5.4687  ,-1.9984
41742  ,0.000e+000  ,-0.080531  ,5.4687  ,-1.9984
41743  ,0.000e+000  ,0.080532  ,5.625  ,-1.9984
41748  ,0.000e+000  ,-0.24107  ,5.4687  ,-1.9854
41749  ,0.000e+000  ,-0.40005  ,5.4687  ,-1.9596
41750  ,0.000e+000  ,-0.24107  ,5.625  ,-1.9854
41756  ,0.000e+000  ,-0.55643  ,5.4687  ,-1.921
41757  ,0.000e+000  ,-0.70921  ,5.4687  ,-1.87
41758  ,0.000e+000  ,-0.55643  ,5.625  ,-1.921
41761  ,0.000e+000  ,1.9741  ,5.7813  ,-0.32082
41769  ,0.000e+000  ,1.9419  ,5.7813  ,-0.47863
41770  ,0.000e+000  ,1.8971  ,5.7813  ,-0.63334
41771  ,0.000e+000  ,1.9419  ,5.9375  ,-0.47863
41774  ,0.000e+000  ,1.84  ,5.7813  ,-0.78393
41775  ,0.000e+000  ,1.7709  ,5.7813  ,-0.92945
41776  ,0.000e+000  ,1.84  ,5.9375  ,-0.78393
41781  ,0.000e+000  ,1.6904  ,5.7813  ,-1.0689
41782  ,0.000e+000  ,1.5989  ,5.7813  ,-1.2015
41783  ,0.000e+000  ,1.6904  ,5.9375  ,-1.0689
41789  ,0.000e+000  ,1.497  ,5.7813  ,-1.3262
41790  ,0.000e+000  ,1.3854  ,5.7813  ,-1.4424
41791  ,0.000e+000  ,1.497  ,5.9375  ,-1.3262
41796  ,0.000e+000  ,1.2649  ,5.7813  ,-1.5492
41797  ,0.000e+000  ,1.1361  ,5.7813  ,-1.646
41798  ,0.000e+000  ,1.2649  ,5.9375  ,-1.5492
41802  ,0.000e+000  ,1  ,5.7813  ,-1.7321
41803  ,0.000e+000  ,0.85739  ,5.7813  ,-1.8069
41804  ,0.000e+000  ,1  ,5.9375  ,-1.7321
41809  ,0.000e+000  ,0.70921  ,5.7813  ,-1.87
41810  ,0.000e+000  ,0.55644  ,5.7813  ,-1.921
41811  ,0.000e+000  ,0.70921  ,5.9375  ,-1.87
41815  ,0.000e+000  ,0.40005  ,5.7813  ,-1.9596
41816  ,0.000e+000  ,0.24107  ,5.7813  ,-1.9854
41817  ,0.000e+000  ,0.40005  ,5.9375  ,-1.9596
41824  ,0.000e+000  ,0.080532  ,5.7813  ,-1.9984
41825  ,0.000e+000  ,-0.080531  ,5.7813  ,-1.9984
41826  ,0.000e+000  ,0.080532  ,5.9375  ,-1.9984
41829  ,0.000e+000  ,-0.24107  ,5.7813  ,-1.9854
41830  ,0.000e+000  ,-0.40005  ,5.7813  ,-1.9596
41831  ,0.000e+000  ,-0.24107  ,5.9375  ,-1.9854
41836  ,0.000e+000  ,-0.55643  ,5.7813  ,-1.921
41837  ,0.000e+000  ,-0.70921  ,5.7813  ,-1.87
41838  ,0.000e+000  ,-0.55643  ,5.9375  ,-1.921
41843  ,0.000e+000  ,1.9741  ,6.0938  ,-0.32082
41848  ,0.000e+000  ,1.9419  ,6.0938  ,-0.47863
41849  ,0.000e+000  ,1.8971  ,6.0938  ,-0.63334
41850  ,0.000e+000  ,1.9419  ,6.25  ,-0.47863
41857  ,0.000e+000  ,1.84  ,6.0938  ,-0.78393
41858  ,0.000e+000  ,1.7709  ,6.0938  ,-0.92945
41859  ,0.000e+000  ,1.84  ,6.25  ,-0.78393
41864  ,0.000e+000  ,1.6904  ,6.0938  ,-1.0689
41865  ,0.000e+000  ,1.5989  ,6.0938  ,-1.2015
41866  ,0.000e+000  ,1.6904  ,6.25  ,-1.0689
41871  ,0.000e+000  ,1.497  ,6.0938  ,-1.3262
41872  ,0.000e+000  ,1.3854  ,6.0938  ,-1.4424
41873  ,0.000e+000  ,1.497  ,6.25  ,-1.3262
41878  ,0.000e+000  ,1.2649  ,6.0938  ,-1.5492
41879  ,0.000e+000  ,1.1361  ,6.0938  ,-1.646
41880  ,0.000e+000  ,1.2649  ,6.25  ,-1.5492
41885  ,0.000e+000  ,1  ,6.0938  ,-1.7321
41886  ,0.000e+000  ,0.85739  ,6.0938  ,-1.8069
41887  ,0.000e+000  ,1  ,6.25  ,-1.7321
41892  ,0.000e+000  ,0.70921  ,6.0938  ,-1.87
41893  ,0.000e+000  ,0.55644  ,6.0938  ,-1.921
41894  ,0.000e+000  ,0.70921  ,6.25  ,-1.87
41898  ,0.000e+000  ,0.40005  ,6.0938  ,-1.9596
41899  ,0.000e+000  ,0.24107  ,6.0938  ,-1.9854
41900  ,0.000e+000  ,0.40005  ,6.25  ,-1.9596
41904  ,0.000e+000  ,0.080532  ,6.0938  ,-1.9984
41905  ,0.000e+000  ,-0.080531  ,6.0938  ,-1.9984
41906  ,0.000e+000  ,0.080532  ,6.25  ,-1.9984
41910  ,0.000e+000  ,-0.24107  ,6.0938  ,-1.9854
41911  ,0.000e+000  ,-0.40005  ,6.0938  ,-1.9596
41912  ,0.000e+000  ,-0.24107  ,6.25  ,-1.9854
41917  ,0.000e+000  ,-0.55643  ,6.0938  ,-1.921
41918  ,0.000e+000  ,-0.70921  ,6.0938  ,-1.87
41919  ,0.000e+000  ,-0.55643  ,6.25  ,-1.921
41923  ,0.000e+000  ,1.9741  ,6.4063  ,-0.32082
41926  ,0.000e+000  ,1.9419  ,6.4063  ,-0.47863
41927  ,0.000e+000  ,1.8971  ,6.4063  ,-0.63334
41928  ,0.000e+000  ,1.9419  ,6.5625  ,-0.47863
41932  ,0.000e+000  ,1.84  ,6.4063  ,-0.78393
41933  ,0.000e+000  ,1.7709  ,6.4063  ,-0.92945
41934  ,0.000e+000  ,1.84  ,6.5625  ,-0.78393
41938  ,0.000e+000  ,1.6904  ,6.4063  ,-1.0689
41939  ,0.000e+000  ,1.5989  ,6.4063  ,-1.2015
41940  ,0.000e+000  ,1.6904  ,6.5625  ,-1.0689
41945  ,0.000e+000  ,1.497  ,6.4063  ,-1.3262
41946  ,0.000e+000  ,1.3854  ,6.4063  ,-1.4424
41947  ,0.000e+000  ,1.497  ,6.5625  ,-1.3262
41953  ,0.000e+000  ,1.2649  ,6.4063  ,-1.5492
41954  ,0.000e+000  ,1.1361  ,6.4063  ,-1.646
41955  ,0.000e+000  ,1.2649  ,6.5625  ,-1.5492
41961  ,0.000e+000  ,1  ,6.4063  ,-1.7321
41962  ,0.000e+000  ,0.85739  ,6.4063  ,-1.8069
41963  ,0.000e+000  ,1  ,6.5625  ,-1.7321
41970  ,0.000e+000  ,0.70921  ,6.4063  ,-1.87
41971  ,0.000e+000  ,0.55644  ,6.4063  ,-1.921
41972  ,0.000e+000  ,0.70921  ,6.5625  ,-1.87
41978  ,0.000e+000  ,0.40005  ,6.4063  ,-1.9596
41979  ,0.000e+000  ,0.24107  ,6.4063  ,-1.9854
41980  ,0.000e+000  ,0.40005  ,6.5625  ,-1.9596
41985  ,0.000e+000  ,0.080532  ,6.4063  ,-1.9984
41986  ,0.000e+000  ,-0.080531  ,6.4063  ,-1.9984
41987  ,0.000e+000  ,0.080532  ,6.5625  ,-1.9984
41993  ,0.000e+000  ,-0.24107  ,6.4063  ,-1.9854
41994  ,0.000e+000  ,-0.40005  ,6.4063  ,-1.9596
41995  ,0.000e+000  ,-0.24107  ,6.5625  ,-1.9854
42001  ,0.000e+000  ,-0.55643  ,6.4063  ,-1.921
42002  ,0.000e+000  ,-0.70921  ,6.4063  ,-1.87
42003  ,0.000e+000  ,-0.55643  ,6.5625  ,-1.921
42009  ,0.000e+000  ,1.9741  ,6.7188  ,-0.32082
42015  ,0.000e+000  ,1.9419  ,6.7188  ,-0.47863
42016  ,0.000e+000  ,1.8971  ,6.7188  ,-0.63334
42017  ,0.000e+000  ,1.9419  ,6.875  ,-0.47863
42023  ,0.000e+000  ,1.84  ,6.7188  ,-0.78393
42024  ,0.000e+000  ,1.7709  ,6.7188  ,-0.92945
42025  ,0.000e+000  ,1.84  ,6.875  ,-0.78393
42030  ,0.000e+000  ,1.6904  ,6.7188  ,-1.0689
42031  ,0.000e+000  ,1.5989  ,6.7188  ,-1.2015
42032  ,0.000e+000  ,1.6904  ,6.875  ,-1.0689
42037  ,0.000e+000  ,1.497  ,6.7188  ,-1.3262
42038  ,0.000e+000  ,1.3854  ,6.7188  ,-1.4424
42039  ,0.000e+000  ,1.497  ,6.875  ,-1.3262
42044  ,0.000e+000  ,1.2649  ,6.7188  ,-1.5492
42045  ,0.000e+000  ,1.1361  ,6.7188  ,-1.646
42046  ,0.000e+000  ,1.2649  ,6.875  ,-1.5492
42050  ,0.000e+000  ,1  ,6.7188  ,-1.7321
42051  ,0.000e+000  ,0.85739  ,6.7188  ,-1.8069
42052  ,0.000e+000  ,1  ,6.875  ,-1.7321
42056  ,0.000e+000  ,0.70921  ,6.7188  ,-1.87
42057  ,0.000e+000  ,0.55644  ,6.7188  ,-1.921
42058  ,0.000e+000  ,0.70921  ,6.875  ,-1.87
42063  ,0.000e+000  ,0.40005  ,6.7188  ,-1.9596
42064  ,0.000e+000  ,0.24107  ,6.7188  ,-1.9854
42065  ,0.000e+000  ,0.40005  ,6.875  ,-1.9596
42071  ,0.000e+000  ,0.080532  ,6.7188  ,-1.9984
42072  ,0.000e+000  ,-0.080531  ,6.7188  ,-1.9984
42073  ,0.000e+000  ,0.080532  ,6.875  ,-1.9984
42078  ,0.000e+000  ,-0.24107  ,6.7188  ,-1.9854
42079  ,0.000e+000  ,-0.40005  ,6.7188  ,-1.9596
42080  ,0.000e+000  ,-0.24107  ,6.875  ,-1.9854
42084  ,0.000e+000  ,-0.55643  ,6.7188  ,-1.921
42085  ,0.000e+000  ,-0.70921  ,6.7188  ,-1.87
42086  ,0.000e+000  ,-0.55643  ,6.875  ,-1.921
42091  ,0.000e+000  ,1.9741  ,7.0313  ,-0.32082
42097  ,0.000e+000  ,1.9419  ,7.0313  ,-0.47863
42098  ,0.000e+000  ,1.8971  ,7.0313  ,-0.63334
42099  ,0.000e+000  ,1.9419  ,7.1875  ,-0.47863
42105  ,0.000e+000  ,1.84  ,7.0313  ,-0.78393
42106  ,0.000e+000  ,1.7709  ,7.0313  ,-0.92945
42107  ,0.000e+000  ,1.84  ,7.1875  ,-0.78393
42112  ,0.000e+000  ,1.6904  ,7.0313  ,-1.0689
42113  ,0.000e+000  ,1.5989  ,7.0313  ,-1.2015
42114  ,0.000e+000  ,1.6904  ,7.1875  ,-1.0689
42119  ,0.000e+000  ,1.497  ,7.0313  ,-1.3262
42120  ,0.000e+000  ,1.3854  ,7.0313  ,-1.4424
42121  ,0.000e+000  ,1.497  ,7.1875  ,-1.3262
